Steppingstone sampler:
        No Stones:                  100
        Start It:                   10010001
        It Per Stone:               1000
        Sample Freq:                1
        Dist:                       Beta(0.400000,1.000000)
Stone No	Power	N	Stone MLh	Running MLh
0	0.975187	750	-1.323485	-1.323485
1	0.950747	750	-1.323104	-2.646589
2	0.926679	750	-1.266416	-3.913005
3	0.902980	750	-1.255257	-5.168262
4	0.879648	750	-1.246161	-6.414424
5	0.856682	750	-1.217760	-7.632184
6	0.834079	750	-1.192071	-8.824255
7	0.811838	750	-1.170547	-9.994802
8	0.789957	750	-1.152978	-11.147780
9	0.768433	750	-1.171683	-12.319463
10	0.747266	750	-1.133445	-13.452908
11	0.726452	750	-1.154249	-14.607157
12	0.705989	750	-1.105230	-15.712387
13	0.685877	750	-1.093821	-16.806207
14	0.666112	750	-1.057056	-17.863264
15	0.646693	750	-1.039331	-18.902595
16	0.627618	750	-1.042573	-19.945167
17	0.608884	750	-1.004757	-20.949924
18	0.590490	750	-0.989735	-21.939660
19	0.572433	750	-0.987239	-22.926898
20	0.554712	750	-0.956521	-23.883420
21	0.537324	750	-0.945428	-24.828848
22	0.520268	750	-0.959677	-25.788525
23	0.503540	750	-0.916980	-26.705505
24	0.487139	750	-0.903307	-27.608812
25	0.471063	750	-0.881454	-28.490267
26	0.455310	750	-0.879435	-29.369702
27	0.439877	750	-0.850710	-30.220412
28	0.424762	750	-0.844358	-31.064770
29	0.409963	750	-0.845321	-31.910091
30	0.395478	750	-0.800999	-32.711089
31	0.381305	750	-0.802667	-33.513756
32	0.367440	750	-0.766321	-34.280077
33	0.353883	750	-0.781296	-35.061373
34	0.340630	750	-0.741972	-35.803345
35	0.327680	750	-0.737686	-36.541031
36	0.315030	750	-0.710319	-37.251350
37	0.302677	750	-0.702143	-37.953493
38	0.290619	750	-0.710082	-38.663575
39	0.278855	750	-0.665371	-39.328946
40	0.267381	750	-0.663047	-39.991993
41	0.256195	750	-0.649150	-40.641143
42	0.245294	750	-0.644592	-41.285735
43	0.234677	750	-0.621687	-41.907422
44	0.224340	750	-0.626422	-42.533844
45	0.214281	750	-0.592496	-43.126340
46	0.204498	750	-0.589574	-43.715914
47	0.194988	750	-0.566703	-44.282617
48	0.185749	750	-0.538873	-44.821490
49	0.176777	750	-0.535405	-45.356895
50	0.168070	750	-0.532894	-45.889789
51	0.159626	750	-0.518371	-46.408160
52	0.151441	750	-0.493169	-46.901329
53	0.143514	750	-0.491402	-47.392731
54	0.135841	750	-0.471469	-47.864200
55	0.128420	750	-0.451579	-48.315779
56	0.121247	750	-0.454387	-48.770166
57	0.114320	750	-0.437788	-49.207954
58	0.107637	750	-0.424351	-49.632305
59	0.101193	750	-0.414173	-50.046478
60	0.094986	750	-0.402405	-50.448883
61	0.089014	750	-0.396953	-50.845835
62	0.083273	750	-0.364671	-51.210506
63	0.077760	750	-0.361645	-51.572151
64	0.072472	750	-0.357613	-51.929764
65	0.067406	750	-0.328246	-52.258011
66	0.062558	750	-0.328838	-52.586848
67	0.057926	750	-0.318298	-52.905146
68	0.053506	750	-0.311854	-53.217000
69	0.049295	750	-0.288101	-53.505102
70	0.045289	750	-0.273892	-53.778994
71	0.041485	750	-0.268421	-54.047415
72	0.037880	750	-0.261376	-54.308791
73	0.034469	750	-0.243276	-54.552067
74	0.031250	750	-0.239934	-54.792002
75	0.028218	750	-0.224300	-55.016301
76	0.025370	750	-0.208781	-55.225082
77	0.022702	750	-0.194925	-55.420007
78	0.020209	750	-0.184969	-55.604976
79	0.017889	750	-0.187680	-55.792656
80	0.015736	750	-0.178725	-55.971381
81	0.013746	750	-0.153775	-56.125156
82	0.011916	750	-0.144038	-56.269194
83	0.010240	750	-0.131662	-56.400856
84	0.008714	750	-0.123614	-56.524470
85	0.007334	750	-0.114117	-56.638588
86	0.006093	750	-0.116847	-56.755434
87	0.004988	750	-0.088692	-56.844126
88	0.004013	750	-0.080720	-56.924846
89	0.003162	750	-0.067510	-56.992357
90	0.002430	750	-0.063084	-57.055441
91	0.001810	750	-0.050999	-57.106440
92	0.001296	750	-0.042180	-57.148621
93	0.000882	750	-0.037527	-57.186148
94	0.000559	750	-0.026528	-57.212676
95	0.000320	750	-0.019885	-57.232561
96	0.000156	750	-0.014070	-57.246631
97	0.000057	750	-0.008177	-57.254808
98	0.000010	750	-0.003940	-57.258748
99	0.000000	750	-0.000874	-57.259623
Log marginal likelihood:	-57.259623
