Steppingstone sampler:
        No Stones:                  100
        Start It:                   10010001
        It Per Stone:               1000
        Sample Freq:                1
        Dist:                       Beta(0.400000,1.000000)
Stone No	Power	N	Stone MLh	Running MLh
0	0.975187	750	-1.331124	-1.331124
1	0.950747	750	-1.304448	-2.635572
2	0.926679	750	-1.303631	-3.939203
3	0.902980	750	-1.294746	-5.233948
4	0.879648	750	-1.257781	-6.491729
5	0.856682	750	-1.236531	-7.728260
6	0.834079	750	-1.220575	-8.948834
7	0.811838	750	-1.203219	-10.152054
8	0.789957	750	-1.190585	-11.342639
9	0.768433	750	-1.171034	-12.513674
10	0.747266	750	-1.143003	-13.656676
11	0.726452	750	-1.131642	-14.788318
12	0.705989	750	-1.110121	-15.898439
13	0.685877	750	-1.110730	-17.009169
14	0.666112	750	-1.081564	-18.090733
15	0.646693	750	-1.068051	-19.158785
16	0.627618	750	-1.052806	-20.211591
17	0.608884	750	-1.036416	-21.248007
18	0.590490	750	-1.006459	-22.254466
19	0.572433	750	-0.995169	-23.249635
20	0.554712	750	-0.983075	-24.232710
21	0.537324	750	-0.970247	-25.202956
22	0.520268	750	-0.974777	-26.177733
23	0.503540	750	-0.947205	-27.124939
24	0.487139	750	-0.904438	-28.029376
25	0.471063	750	-0.894996	-28.924373
26	0.455310	750	-0.878123	-29.802496
27	0.439877	750	-0.861272	-30.663768
28	0.424762	750	-0.839928	-31.503696
29	0.409963	750	-0.827774	-32.331470
30	0.395478	750	-0.811619	-33.143089
31	0.381305	750	-0.792114	-33.935203
32	0.367440	750	-0.789723	-34.724926
33	0.353883	750	-0.765559	-35.490485
34	0.340630	750	-0.756254	-36.246739
35	0.327680	750	-0.750035	-36.996774
36	0.315030	750	-0.728608	-37.725383
37	0.302677	750	-0.707431	-38.432814
38	0.290619	750	-0.694476	-39.127290
39	0.278855	750	-0.681478	-39.808768
40	0.267381	750	-0.673773	-40.482541
41	0.256195	750	-0.646715	-41.129255
42	0.245294	750	-0.629417	-41.758673
43	0.234677	750	-0.617575	-42.376247
44	0.224340	750	-0.605679	-42.981926
45	0.214281	750	-0.592080	-43.574006
46	0.204498	750	-0.563232	-44.137237
47	0.194988	750	-0.566707	-44.703945
48	0.185749	750	-0.547396	-45.251340
49	0.176777	750	-0.541996	-45.793336
50	0.168070	750	-0.517148	-46.310484
51	0.159626	750	-0.504952	-46.815436
52	0.151441	750	-0.499153	-47.314589
53	0.143514	750	-0.489325	-47.803914
54	0.135841	750	-0.474681	-48.278595
55	0.128420	750	-0.450798	-48.729393
56	0.121247	750	-0.440202	-49.169596
57	0.114320	750	-0.426985	-49.596581
58	0.107637	750	-0.412096	-50.008677
59	0.101193	750	-0.408467	-50.417143
60	0.094986	750	-0.404860	-50.822003
61	0.089014	750	-0.376858	-51.198861
62	0.083273	750	-0.362015	-51.560876
63	0.077760	750	-0.347008	-51.907884
64	0.072472	750	-0.344039	-52.251923
65	0.067406	750	-0.336267	-52.588190
66	0.062558	750	-0.321442	-52.909632
67	0.057926	750	-0.301684	-53.211317
68	0.053506	750	-0.304380	-53.515697
69	0.049295	750	-0.285179	-53.800876
70	0.045289	750	-0.269460	-54.070336
71	0.041485	750	-0.256478	-54.326814
72	0.037880	750	-0.245333	-54.572148
73	0.034469	750	-0.236817	-54.808965
74	0.031250	750	-0.237060	-55.046025
75	0.028218	750	-0.215138	-55.261162
76	0.025370	750	-0.215652	-55.476814
77	0.022702	750	-0.197528	-55.674342
78	0.020209	750	-0.197407	-55.871749
79	0.017889	750	-0.177791	-56.049540
80	0.015736	750	-0.164881	-56.214420
81	0.013746	750	-0.146385	-56.360806
82	0.011916	750	-0.157723	-56.518529
83	0.010240	750	-0.135130	-56.653658
84	0.008714	750	-0.122929	-56.776587
85	0.007334	750	-0.113633	-56.890220
86	0.006093	750	-0.101645	-56.991865
87	0.004988	750	-0.090046	-57.081912
88	0.004013	750	-0.081121	-57.163033
89	0.003162	750	-0.070312	-57.233345
90	0.002430	750	-0.060954	-57.294299
91	0.001810	750	-0.051902	-57.346201
92	0.001296	750	-0.041583	-57.387785
93	0.000882	750	-0.036553	-57.424337
94	0.000559	750	-0.029301	-57.453639
95	0.000320	750	-0.020676	-57.474315
96	0.000156	750	-0.014286	-57.488601
97	0.000057	750	-0.008936	-57.497536
98	0.000010	750	-0.004144	-57.501680
99	0.000000	750	-0.000861	-57.502541
Log marginal likelihood:	-57.502541
