Steppingstone sampler:
        No Stones:                  100
        Start It:                   10010001
        It Per Stone:               1000
        Sample Freq:                1
        Dist:                       Beta(0.400000,1.000000)
Stone No	Power	N	Stone MLh	Running MLh
0	0.975187	750	-1.392284	-1.392284
1	0.950747	750	-1.386607	-2.778891
2	0.926679	750	-1.362340	-4.141231
3	0.902980	750	-1.365721	-5.506952
4	0.879648	750	-1.316308	-6.823259
5	0.856682	750	-1.295067	-8.118327
6	0.834079	750	-1.294106	-9.412433
7	0.811838	750	-1.258435	-10.670868
8	0.789957	750	-1.294382	-11.965250
9	0.768433	750	-1.224598	-13.189848
10	0.747266	750	-1.213407	-14.403255
11	0.726452	750	-1.189439	-15.592694
12	0.705989	750	-1.152156	-16.744850
13	0.685877	750	-1.142415	-17.887266
14	0.666112	750	-1.144078	-19.031344
15	0.646693	750	-1.121271	-20.152615
16	0.627618	750	-1.102538	-21.255153
17	0.608884	750	-1.072584	-22.327737
18	0.590490	750	-1.078632	-23.406369
19	0.572433	750	-1.038585	-24.444954
20	0.554712	750	-1.045423	-25.490378
21	0.537324	750	-1.006958	-26.497335
22	0.520268	750	-0.999805	-27.497140
23	0.503540	750	-0.990709	-28.487849
24	0.487139	750	-0.974846	-29.462695
25	0.471063	750	-0.938418	-30.401113
26	0.455310	750	-0.914861	-31.315974
27	0.439877	750	-0.937385	-32.253359
28	0.424762	750	-0.912001	-33.165360
29	0.409963	750	-0.883216	-34.048576
30	0.395478	750	-0.858228	-34.906804
31	0.381305	750	-0.856199	-35.763003
32	0.367440	750	-0.832987	-36.595990
33	0.353883	750	-0.819680	-37.415670
34	0.340630	750	-0.811351	-38.227021
35	0.327680	750	-0.776347	-39.003367
36	0.315030	750	-0.772981	-39.776348
37	0.302677	750	-0.746931	-40.523280
38	0.290619	750	-0.720913	-41.244193
39	0.278855	750	-0.735622	-41.979815
40	0.267381	750	-0.718849	-42.698663
41	0.256195	750	-0.691657	-43.390321
42	0.245294	750	-0.671688	-44.062009
43	0.234677	750	-0.665922	-44.727931
44	0.224340	750	-0.641069	-45.369000
45	0.214281	750	-0.615819	-45.984818
46	0.204498	750	-0.609206	-46.594024
47	0.194988	750	-0.619201	-47.213225
48	0.185749	750	-0.586914	-47.800139
49	0.176777	750	-0.578954	-48.379093
50	0.168070	750	-0.557149	-48.936243
51	0.159626	750	-0.546225	-49.482468
52	0.151441	750	-0.534695	-50.017163
53	0.143514	750	-0.526819	-50.543982
54	0.135841	750	-0.502354	-51.046336
55	0.128420	750	-0.485642	-51.531978
56	0.121247	750	-0.471387	-52.003365
57	0.114320	750	-0.474900	-52.478265
58	0.107637	750	-0.434374	-52.912639
59	0.101193	750	-0.449829	-53.362468
60	0.094986	750	-0.419479	-53.781947
61	0.089014	750	-0.408489	-54.190436
62	0.083273	750	-0.385656	-54.576092
63	0.077760	750	-0.393805	-54.969897
64	0.072472	750	-0.378988	-55.348885
65	0.067406	750	-0.359643	-55.708528
66	0.062558	750	-0.339978	-56.048506
67	0.057926	750	-0.338751	-56.387257
68	0.053506	750	-0.314649	-56.701906
69	0.049295	750	-0.306590	-57.008495
70	0.045289	750	-0.281946	-57.290442
71	0.041485	750	-0.270826	-57.561267
72	0.037880	750	-0.261270	-57.822537
73	0.034469	750	-0.250569	-58.073107
74	0.031250	750	-0.231731	-58.304838
75	0.028218	750	-0.228626	-58.533464
76	0.025370	750	-0.211368	-58.744832
77	0.022702	750	-0.217026	-58.961858
78	0.020209	750	-0.192994	-59.154852
79	0.017889	750	-0.182711	-59.337564
80	0.015736	750	-0.178649	-59.516212
81	0.013746	750	-0.151096	-59.667308
82	0.011916	750	-0.131391	-59.798700
83	0.010240	750	-0.136108	-59.934807
84	0.008714	750	-0.129196	-60.064003
85	0.007334	750	-0.119389	-60.183392
86	0.006093	750	-0.099812	-60.283204
87	0.004988	750	-0.083625	-60.366829
88	0.004013	750	-0.071855	-60.438684
89	0.003162	750	-0.067482	-60.506167
90	0.002430	750	-0.060020	-60.566187
91	0.001810	750	-0.052672	-60.618858
92	0.001296	750	-0.040357	-60.659215
93	0.000882	750	-0.034788	-60.694003
94	0.000559	750	-0.026724	-60.720727
95	0.000320	750	-0.016793	-60.737520
96	0.000156	750	-0.013924	-60.751444
97	0.000057	750	-0.008236	-60.759680
98	0.000010	750	-0.003864	-60.763544
99	0.000000	750	-0.000798	-60.764341
Log marginal likelihood:	-60.764341
