Steppingstone sampler:
        No Stones:                  100
        Start It:                   10010001
        It Per Stone:               1000
        Sample Freq:                1
        Dist:                       Beta(0.400000,1.000000)
Stone No	Power	N	Stone MLh	Running MLh
0	0.975187	750	-1.209172	-1.209172
1	0.950747	750	-1.185409	-2.394581
2	0.926679	750	-1.177284	-3.571865
3	0.902980	750	-1.159086	-4.730951
4	0.879648	750	-1.141622	-5.872573
5	0.856682	750	-1.131330	-7.003902
6	0.834079	750	-1.101041	-8.104943
7	0.811838	750	-1.094487	-9.199431
8	0.789957	750	-1.082237	-10.281668
9	0.768433	750	-1.050065	-11.331733
10	0.747266	750	-1.047218	-12.378951
11	0.726452	750	-1.044072	-13.423024
12	0.705989	750	-1.006156	-14.429180
13	0.685877	750	-0.998889	-15.428069
14	0.666112	750	-1.000521	-16.428591
15	0.646693	750	-0.991564	-17.420155
16	0.627618	750	-0.971368	-18.391523
17	0.608884	750	-0.961806	-19.353328
18	0.590490	750	-0.929361	-20.282690
19	0.572433	750	-0.890563	-21.173253
20	0.554712	750	-0.897626	-22.070878
21	0.537324	750	-0.877972	-22.948850
22	0.520268	750	-0.859875	-23.808724
23	0.503540	750	-0.860751	-24.669476
24	0.487139	750	-0.835362	-25.504838
25	0.471063	750	-0.819319	-26.324157
26	0.455310	750	-0.794931	-27.119088
27	0.439877	750	-0.784949	-27.904037
28	0.424762	750	-0.782126	-28.686163
29	0.409963	750	-0.761469	-29.447632
30	0.395478	750	-0.741961	-30.189594
31	0.381305	750	-0.736173	-30.925767
32	0.367440	750	-0.727171	-31.652938
33	0.353883	750	-0.714620	-32.367558
34	0.340630	750	-0.683364	-33.050922
35	0.327680	750	-0.682361	-33.733283
36	0.315030	750	-0.661686	-34.394969
37	0.302677	750	-0.652771	-35.047741
38	0.290619	750	-0.638120	-35.685861
39	0.278855	750	-0.638958	-36.324820
40	0.267381	750	-0.641768	-36.966587
41	0.256195	750	-0.602181	-37.568769
42	0.245294	750	-0.585214	-38.153983
43	0.234677	750	-0.563833	-38.717816
44	0.224340	750	-0.570211	-39.288027
45	0.214281	750	-0.561278	-39.849305
46	0.204498	750	-0.541561	-40.390866
47	0.194988	750	-0.550500	-40.941366
48	0.185749	750	-0.508467	-41.449833
49	0.176777	750	-0.520780	-41.970613
50	0.168070	750	-0.498700	-42.469314
51	0.159626	750	-0.463894	-42.933207
52	0.151441	750	-0.483067	-43.416275
53	0.143514	750	-0.456153	-43.872427
54	0.135841	750	-0.449299	-44.321727
55	0.128420	750	-0.428831	-44.750558
56	0.121247	750	-0.405903	-45.156461
57	0.114320	750	-0.407865	-45.564326
58	0.107637	750	-0.406815	-45.971142
59	0.101193	750	-0.395420	-46.366562
60	0.094986	750	-0.377563	-46.744125
61	0.089014	750	-0.376609	-47.120734
62	0.083273	750	-0.360604	-47.481338
63	0.077760	750	-0.337081	-47.818419
64	0.072472	750	-0.323928	-48.142347
65	0.067406	750	-0.330713	-48.473060
66	0.062558	750	-0.345293	-48.818353
67	0.057926	750	-0.324564	-49.142917
68	0.053506	750	-0.302190	-49.445106
69	0.049295	750	-0.286196	-49.731303
70	0.045289	750	-0.269275	-50.000578
71	0.041485	750	-0.274301	-50.274879
72	0.037880	750	-0.225905	-50.500784
73	0.034469	750	-0.237154	-50.737938
74	0.031250	750	-0.216105	-50.954043
75	0.028218	750	-0.216676	-51.170719
76	0.025370	750	-0.196897	-51.367616
77	0.022702	750	-0.188611	-51.556227
78	0.020209	750	-0.191017	-51.747244
79	0.017889	750	-0.166201	-51.913446
80	0.015736	750	-0.193366	-52.106811
81	0.013746	750	-0.166270	-52.273081
82	0.011916	750	-0.155549	-52.428630
83	0.010240	750	-0.129319	-52.557949
84	0.008714	750	-0.117715	-52.675664
85	0.007334	750	-0.103020	-52.778683
86	0.006093	750	-0.090936	-52.869619
87	0.004988	750	-0.089089	-52.958708
88	0.004013	750	-0.083516	-53.042224
89	0.003162	750	-0.066911	-53.109135
90	0.002430	750	-0.064715	-53.173850
91	0.001810	750	-0.050919	-53.224769
92	0.001296	750	-0.043694	-53.268462
93	0.000882	750	-0.036925	-53.305387
94	0.000559	750	-0.029342	-53.334729
95	0.000320	750	-0.021447	-53.356176
96	0.000156	750	-0.013632	-53.369808
97	0.000057	750	-0.008288	-53.378096
98	0.000010	750	-0.003927	-53.382023
99	0.000000	750	-0.000880	-53.382903
Log marginal likelihood:	-53.382903
