Steppingstone sampler:
        No Stones:                  100
        Start It:                   10010001
        It Per Stone:               1000
        Sample Freq:                1
        Dist:                       Beta(0.400000,1.000000)
Stone No	Power	N	Stone MLh	Running MLh
0	0.975187	750	-1.409994	-1.409994
1	0.950747	750	-1.394680	-2.804675
2	0.926679	750	-1.363992	-4.168666
3	0.902980	750	-1.350356	-5.519023
4	0.879648	750	-1.326608	-6.845630
5	0.856682	750	-1.311225	-8.156856
6	0.834079	750	-1.294241	-9.451097
7	0.811838	750	-1.275683	-10.726779
8	0.789957	750	-1.258144	-11.984923
9	0.768433	750	-1.227332	-13.212256
10	0.747266	750	-1.227626	-14.439882
11	0.726452	750	-1.195236	-15.635118
12	0.705989	750	-1.180798	-16.815916
13	0.685877	750	-1.146144	-17.962060
14	0.666112	750	-1.145514	-19.107574
15	0.646693	750	-1.122196	-20.229769
16	0.627618	750	-1.101613	-21.331382
17	0.608884	750	-1.088035	-22.419418
18	0.590490	750	-1.061546	-23.480963
19	0.572433	750	-1.046025	-24.526989
20	0.554712	750	-1.028373	-25.555362
21	0.537324	750	-1.008552	-26.563914
22	0.520268	750	-0.993316	-27.557230
23	0.503540	750	-0.980122	-28.537351
24	0.487139	750	-0.960601	-29.497952
25	0.471063	750	-0.938929	-30.436882
26	0.455310	750	-0.935624	-31.372505
27	0.439877	750	-0.902618	-32.275124
28	0.424762	750	-0.885217	-33.160341
29	0.409963	750	-0.885564	-34.045905
30	0.395478	750	-0.860648	-34.906553
31	0.381305	750	-0.842598	-35.749150
32	0.367440	750	-0.841247	-36.590397
33	0.353883	750	-0.812708	-37.403106
34	0.340630	750	-0.781983	-38.185089
35	0.327680	750	-0.785598	-38.970687
36	0.315030	750	-0.753734	-39.724422
37	0.302677	750	-0.740722	-40.465143
38	0.290619	750	-0.725586	-41.190729
39	0.278855	750	-0.720038	-41.910767
40	0.267381	750	-0.709921	-42.620688
41	0.256195	750	-0.682699	-43.303387
42	0.245294	750	-0.661482	-43.964869
43	0.234677	750	-0.651321	-44.616191
44	0.224340	750	-0.623783	-45.239973
45	0.214281	750	-0.622509	-45.862482
46	0.204498	750	-0.597267	-46.459749
47	0.194988	750	-0.590765	-47.050514
48	0.185749	750	-0.583481	-47.633994
49	0.176777	750	-0.563276	-48.197270
50	0.168070	750	-0.545821	-48.743091
51	0.159626	750	-0.526426	-49.269517
52	0.151441	750	-0.509932	-49.779450
53	0.143514	750	-0.511400	-50.290850
54	0.135841	750	-0.491165	-50.782014
55	0.128420	750	-0.473462	-51.255476
56	0.121247	750	-0.458426	-51.713902
57	0.114320	750	-0.447958	-52.161860
58	0.107637	750	-0.440172	-52.602032
59	0.101193	750	-0.416647	-53.018680
60	0.094986	750	-0.412622	-53.431302
61	0.089014	750	-0.394565	-53.825866
62	0.083273	750	-0.380728	-54.206594
63	0.077760	750	-0.372712	-54.579306
64	0.072472	750	-0.362356	-54.941662
65	0.067406	750	-0.343021	-55.284683
66	0.062558	750	-0.327785	-55.612469
67	0.057926	750	-0.313097	-55.925566
68	0.053506	750	-0.310411	-56.235976
69	0.049295	750	-0.300526	-56.536502
70	0.045289	750	-0.288122	-56.824624
71	0.041485	750	-0.272640	-57.097264
72	0.037880	750	-0.252575	-57.349839
73	0.034469	750	-0.250378	-57.600216
74	0.031250	750	-0.239370	-57.839586
75	0.028218	750	-0.222497	-58.062083
76	0.025370	750	-0.207857	-58.269940
77	0.022702	750	-0.205068	-58.475009
78	0.020209	750	-0.195530	-58.670539
79	0.017889	750	-0.179716	-58.850255
80	0.015736	750	-0.163604	-59.013859
81	0.013746	750	-0.157011	-59.170870
82	0.011916	750	-0.146219	-59.317089
83	0.010240	750	-0.131931	-59.449019
84	0.008714	750	-0.121683	-59.570703
85	0.007334	750	-0.111267	-59.681969
86	0.006093	750	-0.098579	-59.780548
87	0.004988	750	-0.095295	-59.875843
88	0.004013	750	-0.081617	-59.957461
89	0.003162	750	-0.069835	-60.027295
90	0.002430	750	-0.061828	-60.089123
91	0.001810	750	-0.051731	-60.140854
92	0.001296	750	-0.043663	-60.184517
93	0.000882	750	-0.034797	-60.219314
94	0.000559	750	-0.029689	-60.249003
95	0.000320	750	-0.021672	-60.270674
96	0.000156	750	-0.014926	-60.285601
97	0.000057	750	-0.009002	-60.294603
98	0.000010	750	-0.004065	-60.298668
99	0.000000	750	-0.000880	-60.299548
Log marginal likelihood:	-60.299548
