Steppingstone sampler:
        No Stones:                  100
        Start It:                   10010001
        It Per Stone:               1000
        Sample Freq:                1
        Dist:                       Beta(0.400000,1.000000)
Stone No	Power	N	Stone MLh	Running MLh
0	0.975187	750	-1.199949	-1.199949
1	0.950747	750	-1.180598	-2.380547
2	0.926679	750	-1.168056	-3.548603
3	0.902980	750	-1.159954	-4.708557
4	0.879648	750	-1.132502	-5.841059
5	0.856682	750	-1.099041	-6.940100
6	0.834079	750	-1.093773	-8.033872
7	0.811838	750	-1.093362	-9.127235
8	0.789957	750	-1.060775	-10.188010
9	0.768433	750	-1.053294	-11.241304
10	0.747266	750	-1.044378	-12.285682
11	0.726452	750	-1.016007	-13.301689
12	0.705989	750	-1.005754	-14.307442
13	0.685877	750	-0.994659	-15.302101
14	0.666112	750	-0.973852	-16.275953
15	0.646693	750	-0.958191	-17.234144
16	0.627618	750	-0.942922	-18.177066
17	0.608884	750	-0.931329	-19.108395
18	0.590490	750	-0.901973	-20.010368
19	0.572433	750	-0.895979	-20.906347
20	0.554712	750	-0.870374	-21.776721
21	0.537324	750	-0.858996	-22.635716
22	0.520268	750	-0.860158	-23.495874
23	0.503540	750	-0.853196	-24.349070
24	0.487139	750	-0.832648	-25.181718
25	0.471063	750	-0.813111	-25.994829
26	0.455310	750	-0.791301	-26.786130
27	0.439877	750	-0.781757	-27.567886
28	0.424762	750	-0.773343	-28.341230
29	0.409963	750	-0.745003	-29.086233
30	0.395478	750	-0.736956	-29.823188
31	0.381305	750	-0.720229	-30.543418
32	0.367440	750	-0.719921	-31.263339
33	0.353883	750	-0.684439	-31.947778
34	0.340630	750	-0.675668	-32.623446
35	0.327680	750	-0.656101	-33.279548
36	0.315030	750	-0.647076	-33.926624
37	0.302677	750	-0.645143	-34.571767
38	0.290619	750	-0.624839	-35.196606
39	0.278855	750	-0.627524	-35.824129
40	0.267381	750	-0.603800	-36.427929
41	0.256195	750	-0.587387	-37.015316
42	0.245294	750	-0.567555	-37.582871
43	0.234677	750	-0.562759	-38.145630
44	0.224340	750	-0.545444	-38.691074
45	0.214281	750	-0.542399	-39.233473
46	0.204498	750	-0.521054	-39.754527
47	0.194988	750	-0.515331	-40.269858
48	0.185749	750	-0.497413	-40.767271
49	0.176777	750	-0.485750	-41.253021
50	0.168070	750	-0.474105	-41.727126
51	0.159626	750	-0.458647	-42.185773
52	0.151441	750	-0.452083	-42.637856
53	0.143514	750	-0.439856	-43.077712
54	0.135841	750	-0.430920	-43.508632
55	0.128420	750	-0.414023	-43.922655
56	0.121247	750	-0.398576	-44.321231
57	0.114320	750	-0.396402	-44.717633
58	0.107637	750	-0.382191	-45.099824
59	0.101193	750	-0.367313	-45.467138
60	0.094986	750	-0.362629	-45.829766
61	0.089014	750	-0.345831	-46.175598
62	0.083273	750	-0.346860	-46.522458
63	0.077760	750	-0.330999	-46.853457
64	0.072472	750	-0.322615	-47.176073
65	0.067406	750	-0.308843	-47.484916
66	0.062558	750	-0.298307	-47.783223
67	0.057926	750	-0.284919	-48.068142
68	0.053506	750	-0.273171	-48.341313
69	0.049295	750	-0.275046	-48.616360
70	0.045289	750	-0.248222	-48.864582
71	0.041485	750	-0.238842	-49.103424
72	0.037880	750	-0.228808	-49.332232
73	0.034469	750	-0.224238	-49.556470
74	0.031250	750	-0.215265	-49.771736
75	0.028218	750	-0.221913	-49.993649
76	0.025370	750	-0.203923	-50.197572
77	0.022702	750	-0.190503	-50.388074
78	0.020209	750	-0.172545	-50.560619
79	0.017889	750	-0.158640	-50.719259
80	0.015736	750	-0.146782	-50.866041
81	0.013746	750	-0.145905	-51.011946
82	0.011916	750	-0.139259	-51.151205
83	0.010240	750	-0.124349	-51.275554
84	0.008714	750	-0.126052	-51.401605
85	0.007334	750	-0.108430	-51.510035
86	0.006093	750	-0.106595	-51.616630
87	0.004988	750	-0.097627	-51.714257
88	0.004013	750	-0.083885	-51.798141
89	0.003162	750	-0.071549	-51.869690
90	0.002430	750	-0.064981	-51.934671
91	0.001810	750	-0.046627	-51.981298
92	0.001296	750	-0.041485	-52.022782
93	0.000882	750	-0.035219	-52.058002
94	0.000559	750	-0.025924	-52.083925
95	0.000320	750	-0.022505	-52.106430
96	0.000156	750	-0.016536	-52.122966
97	0.000057	750	-0.009246	-52.132212
98	0.000010	750	-0.004261	-52.136473
99	0.000000	750	-0.000997	-52.137470
Log marginal likelihood:	-52.137470
