Steppingstone sampler:
        No Stones:                  100
        Start It:                   10010001
        It Per Stone:               1000
        Sample Freq:                1
        Dist:                       Beta(0.400000,1.000000)
Stone No	Power	N	Stone MLh	Running MLh
0	0.975187	750	-1.292854	-1.292854
1	0.950747	750	-1.297527	-2.590381
2	0.926679	750	-1.282476	-3.872857
3	0.902980	750	-1.251812	-5.124669
4	0.879648	750	-1.236280	-6.360948
5	0.856682	750	-1.237878	-7.598827
6	0.834079	750	-1.209142	-8.807969
7	0.811838	750	-1.185862	-9.993831
8	0.789957	750	-1.183331	-11.177162
9	0.768433	750	-1.136890	-12.314052
10	0.747266	750	-1.139230	-13.453282
11	0.726452	750	-1.121060	-14.574342
12	0.705989	750	-1.106444	-15.680786
13	0.685877	750	-1.080227	-16.761013
14	0.666112	750	-1.065370	-17.826383
15	0.646693	750	-1.038793	-18.865176
16	0.627618	750	-1.030554	-19.895731
17	0.608884	750	-1.016908	-20.912639
18	0.590490	750	-1.003580	-21.916219
19	0.572433	750	-0.983480	-22.899699
20	0.554712	750	-0.954253	-23.853952
21	0.537324	750	-0.959893	-24.813845
22	0.520268	750	-0.938904	-25.752749
23	0.503540	750	-0.910646	-26.663395
24	0.487139	750	-0.916626	-27.580022
25	0.471063	750	-0.888905	-28.468927
26	0.455310	750	-0.873583	-29.342510
27	0.439877	750	-0.858055	-30.200564
28	0.424762	750	-0.841106	-31.041670
29	0.409963	750	-0.819351	-31.861021
30	0.395478	750	-0.810273	-32.671295
31	0.381305	750	-0.829872	-33.501166
32	0.367440	750	-0.771110	-34.272276
33	0.353883	750	-0.778524	-35.050800
34	0.340630	750	-0.753040	-35.803840
35	0.327680	750	-0.734472	-36.538312
36	0.315030	750	-0.741034	-37.279347
37	0.302677	750	-0.719448	-37.998795
38	0.290619	750	-0.698833	-38.697628
39	0.278855	750	-0.677715	-39.375342
40	0.267381	750	-0.674141	-40.049483
41	0.256195	750	-0.652248	-40.701732
42	0.245294	750	-0.648171	-41.349903
43	0.234677	750	-0.633409	-41.983312
44	0.224340	750	-0.632939	-42.616250
45	0.214281	750	-0.614157	-43.230408
46	0.204498	750	-0.589996	-43.820404
47	0.194988	750	-0.583058	-44.403461
48	0.185749	750	-0.553027	-44.956489
49	0.176777	750	-0.534381	-45.490870
50	0.168070	750	-0.550116	-46.040986
51	0.159626	750	-0.499891	-46.540877
52	0.151441	750	-0.502197	-47.043074
53	0.143514	750	-0.510171	-47.553245
54	0.135841	750	-0.470947	-48.024192
55	0.128420	750	-0.461144	-48.485335
56	0.121247	750	-0.444336	-48.929671
57	0.114320	750	-0.448307	-49.377978
58	0.107637	750	-0.425199	-49.803177
59	0.101193	750	-0.412756	-50.215933
60	0.094986	750	-0.401493	-50.617426
61	0.089014	750	-0.402840	-51.020266
62	0.083273	750	-0.390991	-51.411257
63	0.077760	750	-0.380147	-51.791403
64	0.072472	750	-0.343138	-52.134542
65	0.067406	750	-0.343022	-52.477564
66	0.062558	750	-0.328040	-52.805604
67	0.057926	750	-0.328386	-53.133989
68	0.053506	750	-0.301167	-53.435157
69	0.049295	750	-0.298110	-53.733267
70	0.045289	750	-0.291254	-54.024520
71	0.041485	750	-0.265720	-54.290241
72	0.037880	750	-0.264080	-54.554321
73	0.034469	750	-0.258592	-54.812913
74	0.031250	750	-0.226638	-55.039550
75	0.028218	750	-0.227710	-55.267260
76	0.025370	750	-0.208914	-55.476174
77	0.022702	750	-0.204309	-55.680483
78	0.020209	750	-0.203352	-55.883835
79	0.017889	750	-0.171151	-56.054986
80	0.015736	750	-0.172241	-56.227228
81	0.013746	750	-0.157545	-56.384772
82	0.011916	750	-0.147586	-56.532358
83	0.010240	750	-0.127336	-56.659694
84	0.008714	750	-0.124037	-56.783730
85	0.007334	750	-0.114644	-56.898374
86	0.006093	750	-0.099343	-56.997717
87	0.004988	750	-0.088418	-57.086136
88	0.004013	750	-0.076873	-57.163009
89	0.003162	750	-0.067002	-57.230011
90	0.002430	750	-0.061013	-57.291023
91	0.001810	750	-0.049911	-57.340934
92	0.001296	750	-0.043524	-57.384458
93	0.000882	750	-0.033713	-57.418171
94	0.000559	750	-0.025846	-57.444016
95	0.000320	750	-0.021020	-57.465037
96	0.000156	750	-0.012874	-57.477911
97	0.000057	750	-0.008673	-57.486584
98	0.000010	750	-0.003864	-57.490448
99	0.000000	750	-0.000760	-57.491208
Log marginal likelihood:	-57.491208
