Steppingstone sampler:
        No Stones:                  100
        Start It:                   10010001
        It Per Stone:               1000
        Sample Freq:                1
        Dist:                       Beta(0.400000,1.000000)
Stone No	Power	N	Stone MLh	Running MLh
0	0.975187	750	-1.197009	-1.197009
1	0.950747	750	-1.181085	-2.378094
2	0.926679	750	-1.166723	-3.544817
3	0.902980	750	-1.149244	-4.694061
4	0.879648	750	-1.132927	-5.826988
5	0.856682	750	-1.114324	-6.941312
6	0.834079	750	-1.098364	-8.039676
7	0.811838	750	-1.076667	-9.116343
8	0.789957	750	-1.055693	-10.172036
9	0.768433	750	-1.051493	-11.223530
10	0.747266	750	-1.049737	-12.273267
11	0.726452	750	-1.020485	-13.293752
12	0.705989	750	-1.016214	-14.309966
13	0.685877	750	-0.986377	-15.296343
14	0.666112	750	-0.995675	-16.292018
15	0.646693	750	-0.958159	-17.250177
16	0.627618	750	-0.937258	-18.187436
17	0.608884	750	-0.932195	-19.119631
18	0.590490	750	-0.923849	-20.043479
19	0.572433	750	-0.894636	-20.938115
20	0.554712	750	-0.884277	-21.822392
21	0.537324	750	-0.863699	-22.686091
22	0.520268	750	-0.844424	-23.530515
23	0.503540	750	-0.843501	-24.374016
24	0.487139	750	-0.836435	-25.210451
25	0.471063	750	-0.816827	-26.027278
26	0.455310	750	-0.789302	-26.816580
27	0.439877	750	-0.793328	-27.609908
28	0.424762	750	-0.763677	-28.373585
29	0.409963	750	-0.754457	-29.128042
30	0.395478	750	-0.728630	-29.856672
31	0.381305	750	-0.734989	-30.591661
32	0.367440	750	-0.721273	-31.312934
33	0.353883	750	-0.687779	-32.000713
34	0.340630	750	-0.686023	-32.686737
35	0.327680	750	-0.655461	-33.342198
36	0.315030	750	-0.660179	-34.002377
37	0.302677	750	-0.647261	-34.649637
38	0.290619	750	-0.630489	-35.280126
39	0.278855	750	-0.618949	-35.899076
40	0.267381	750	-0.609587	-36.508663
41	0.256195	750	-0.584873	-37.093536
42	0.245294	750	-0.581745	-37.675281
43	0.234677	750	-0.548238	-38.223519
44	0.224340	750	-0.548323	-38.771842
45	0.214281	750	-0.540305	-39.312147
46	0.204498	750	-0.517234	-39.829381
47	0.194988	750	-0.512494	-40.341875
48	0.185749	750	-0.502351	-40.844226
49	0.176777	750	-0.486835	-41.331061
50	0.168070	750	-0.473145	-41.804206
51	0.159626	750	-0.473268	-42.277474
52	0.151441	750	-0.452067	-42.729542
53	0.143514	750	-0.441368	-43.170910
54	0.135841	750	-0.423236	-43.594146
55	0.128420	750	-0.424854	-44.019000
56	0.121247	750	-0.405308	-44.424308
57	0.114320	750	-0.395123	-44.819431
58	0.107637	750	-0.391194	-45.210625
59	0.101193	750	-0.369593	-45.580218
60	0.094986	750	-0.358000	-45.938218
61	0.089014	750	-0.345376	-46.283594
62	0.083273	750	-0.335436	-46.619030
63	0.077760	750	-0.331246	-46.950275
64	0.072472	750	-0.326966	-47.277242
65	0.067406	750	-0.310182	-47.587424
66	0.062558	750	-0.304267	-47.891691
67	0.057926	750	-0.282413	-48.174104
68	0.053506	750	-0.267794	-48.441898
69	0.049295	750	-0.263049	-48.704947
70	0.045289	750	-0.247264	-48.952210
71	0.041485	750	-0.247910	-49.200120
72	0.037880	750	-0.236345	-49.436465
73	0.034469	750	-0.219962	-49.656427
74	0.031250	750	-0.208137	-49.864564
75	0.028218	750	-0.208137	-50.072701
76	0.025370	750	-0.198907	-50.271608
77	0.022702	750	-0.188605	-50.460212
78	0.020209	750	-0.174931	-50.635143
79	0.017889	750	-0.174292	-50.809435
80	0.015736	750	-0.155116	-50.964551
81	0.013746	750	-0.166061	-51.130612
82	0.011916	750	-0.135555	-51.266168
83	0.010240	750	-0.124562	-51.390730
84	0.008714	750	-0.133538	-51.524267
85	0.007334	750	-0.110910	-51.635178
86	0.006093	750	-0.094844	-51.730022
87	0.004988	750	-0.089895	-51.819917
88	0.004013	750	-0.076818	-51.896735
89	0.003162	750	-0.073385	-51.970120
90	0.002430	750	-0.063868	-52.033988
91	0.001810	750	-0.053687	-52.087674
92	0.001296	750	-0.042302	-52.129977
93	0.000882	750	-0.035827	-52.165804
94	0.000559	750	-0.028455	-52.194259
95	0.000320	750	-0.020597	-52.214856
96	0.000156	750	-0.014535	-52.229391
97	0.000057	750	-0.008114	-52.237506
98	0.000010	750	-0.004188	-52.241693
99	0.000000	750	-0.000911	-52.242604
Log marginal likelihood:	-52.242604
