Steppingstone sampler:
        No Stones:                  100
        Start It:                   10010001
        It Per Stone:               1000
        Sample Freq:                1
        Dist:                       Beta(0.400000,1.000000)
Stone No	Power	N	Stone MLh	Running MLh
0	0.975187	750	-1.322514	-1.322514
1	0.950747	750	-1.313463	-2.635977
2	0.926679	750	-1.310684	-3.946661
3	0.902980	750	-1.275198	-5.221859
4	0.879648	750	-1.264379	-6.486238
5	0.856682	750	-1.241257	-7.727495
6	0.834079	750	-1.219477	-8.946971
7	0.811838	750	-1.202698	-10.149670
8	0.789957	750	-1.183688	-11.333357
9	0.768433	750	-1.165402	-12.498759
10	0.747266	750	-1.142108	-13.640867
11	0.726452	750	-1.145989	-14.786856
12	0.705989	750	-1.116031	-15.902887
13	0.685877	750	-1.089860	-16.992747
14	0.666112	750	-1.072247	-18.064994
15	0.646693	750	-1.058646	-19.123640
16	0.627618	750	-1.049018	-20.172657
17	0.608884	750	-1.037722	-21.210379
18	0.590490	750	-1.017712	-22.228091
19	0.572433	750	-0.998718	-23.226808
20	0.554712	750	-0.968135	-24.194943
21	0.537324	750	-0.957911	-25.152854
22	0.520268	750	-0.955727	-26.108581
23	0.503540	750	-0.923922	-27.032503
24	0.487139	750	-0.906014	-27.938517
25	0.471063	750	-0.891788	-28.830305
26	0.455310	750	-0.885343	-29.715648
27	0.439877	750	-0.872487	-30.588134
28	0.424762	750	-0.855647	-31.443781
29	0.409963	750	-0.830182	-32.273963
30	0.395478	750	-0.814249	-33.088212
31	0.381305	750	-0.810548	-33.898760
32	0.367440	750	-0.804803	-34.703563
33	0.353883	750	-0.775671	-35.479234
34	0.340630	750	-0.746000	-36.225234
35	0.327680	750	-0.724364	-36.949598
36	0.315030	750	-0.723505	-37.673104
37	0.302677	750	-0.707071	-38.380174
38	0.290619	750	-0.687741	-39.067915
39	0.278855	750	-0.683739	-39.751655
40	0.267381	750	-0.667123	-40.418778
41	0.256195	750	-0.648564	-41.067342
42	0.245294	750	-0.637751	-41.705092
43	0.234677	750	-0.630489	-42.335581
44	0.224340	750	-0.612008	-42.947589
45	0.214281	750	-0.589256	-43.536845
46	0.204498	750	-0.589357	-44.126202
47	0.194988	750	-0.563004	-44.689206
48	0.185749	750	-0.540461	-45.229667
49	0.176777	750	-0.546568	-45.776236
50	0.168070	750	-0.522205	-46.298441
51	0.159626	750	-0.506698	-46.805139
52	0.151441	750	-0.495723	-47.300862
53	0.143514	750	-0.489244	-47.790106
54	0.135841	750	-0.461184	-48.251290
55	0.128420	750	-0.446029	-48.697319
56	0.121247	750	-0.447668	-49.144987
57	0.114320	750	-0.428471	-49.573458
58	0.107637	750	-0.416660	-49.990118
59	0.101193	750	-0.411085	-50.401204
60	0.094986	750	-0.404974	-50.806177
61	0.089014	750	-0.387762	-51.193940
62	0.083273	750	-0.372176	-51.566115
63	0.077760	750	-0.355574	-51.921689
64	0.072472	750	-0.338419	-52.260108
65	0.067406	750	-0.332313	-52.592421
66	0.062558	750	-0.325341	-52.917762
67	0.057926	750	-0.313033	-53.230796
68	0.053506	750	-0.293181	-53.523977
69	0.049295	750	-0.284791	-53.808767
70	0.045289	750	-0.273910	-54.082677
71	0.041485	750	-0.262027	-54.344704
72	0.037880	750	-0.244261	-54.588965
73	0.034469	750	-0.240283	-54.829248
74	0.031250	750	-0.223741	-55.052990
75	0.028218	750	-0.209905	-55.262894
76	0.025370	750	-0.207572	-55.470466
77	0.022702	750	-0.210471	-55.680937
78	0.020209	750	-0.194641	-55.875578
79	0.017889	750	-0.179990	-56.055567
80	0.015736	750	-0.164923	-56.220490
81	0.013746	750	-0.151056	-56.371546
82	0.011916	750	-0.144961	-56.516507
83	0.010240	750	-0.130407	-56.646913
84	0.008714	750	-0.123305	-56.770219
85	0.007334	750	-0.109302	-56.879520
86	0.006093	750	-0.102976	-56.982497
87	0.004988	750	-0.089773	-57.072269
88	0.004013	750	-0.082689	-57.154959
89	0.003162	750	-0.073626	-57.228584
90	0.002430	750	-0.063548	-57.292132
91	0.001810	750	-0.055688	-57.347820
92	0.001296	750	-0.047014	-57.394833
93	0.000882	750	-0.035046	-57.429879
94	0.000559	750	-0.028880	-57.458759
95	0.000320	750	-0.020791	-57.479550
96	0.000156	750	-0.014896	-57.494447
97	0.000057	750	-0.008436	-57.502883
98	0.000010	750	-0.004198	-57.507081
99	0.000000	750	-0.000852	-57.507933
Log marginal likelihood:	-57.507933
